top_500_rank,title,author,pub_year,orig_lang,genre,author_birth,author_death,author_gender,author_primary_lang,author_nationality,author_field_of_activity,author_occupation,oclc_holdings,oclc_eholdings,oclc_total_editions,oclc_holdings_rank,oclc_editions_rank,gr_avg_rating,gr_num_ratings,gr_num_reviews,gr_avg_rating_rank,gr_num_ratings_rank,oclc_owi,author_viaf,gr_url,wiki_url,pg_eng_url,pg_orig_url,year,week,rank,title_id,nyt_title,novel_length_chars,novel_length_words,mentions_she,he_counts,she_counts,they_counts,pg_book_id,pub_date
416,Misery,Stephen King,1987,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",6670.0,482.0,454.0,385.0,260.0,4.21,"692,704","25,834",66,116,768970.0,97113511,https://www.goodreads.com/book/show/10614.Misery?ref=nav_sb_ss_1_6,https://en.wikipedia.org/wiki/Misery_(novel),NA_not-pub-domain,,1987.0,1987-09-13,3.0,3016.0,MISERY,,,False,,,,,1987-01-01
416,Misery,Stephen King,1987,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",6670.0,482.0,454.0,385.0,260.0,4.21,"692,704","25,834",66,116,768970.0,97113511,https://www.goodreads.com/book/show/10614.Misery?ref=nav_sb_ss_1_6,https://en.wikipedia.org/wiki/Misery_(novel),NA_not-pub-domain,,1987.0,1987-09-20,5.0,3016.0,MISERY,,,False,,,,,1987-01-01
416,Misery,Stephen King,1987,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",6670.0,482.0,454.0,385.0,260.0,4.21,"692,704","25,834",66,116,768970.0,97113511,https://www.goodreads.com/book/show/10614.Misery?ref=nav_sb_ss_1_6,https://en.wikipedia.org/wiki/Misery_(novel),NA_not-pub-domain,,1987.0,1987-09-27,5.0,3016.0,MISERY,,,False,,,,,1987-01-01
416,Misery,Stephen King,1987,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",6670.0,482.0,454.0,385.0,260.0,4.21,"692,704","25,834",66,116,768970.0,97113511,https://www.goodreads.com/book/show/10614.Misery?ref=nav_sb_ss_1_6,https://en.wikipedia.org/wiki/Misery_(novel),NA_not-pub-domain,,1987.0,1987-10-04,7.0,3016.0,MISERY,,,False,,,,,1987-01-01
416,Misery,Stephen King,1987,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",6670.0,482.0,454.0,385.0,260.0,4.21,"692,704","25,834",66,116,768970.0,97113511,https://www.goodreads.com/book/show/10614.Misery?ref=nav_sb_ss_1_6,https://en.wikipedia.org/wiki/Misery_(novel),NA_not-pub-domain,,1987.0,1987-10-11,8.0,3016.0,MISERY,,,False,,,,,1987-01-01
416,Misery,Stephen King,1987,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",6670.0,482.0,454.0,385.0,260.0,4.21,"692,704","25,834",66,116,768970.0,97113511,https://www.goodreads.com/book/show/10614.Misery?ref=nav_sb_ss_1_6,https://en.wikipedia.org/wiki/Misery_(novel),NA_not-pub-domain,,1987.0,1987-10-18,9.0,3016.0,MISERY,,,False,,,,,1987-01-01
416,Misery,Stephen King,1987,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",6670.0,482.0,454.0,385.0,260.0,4.21,"692,704","25,834",66,116,768970.0,97113511,https://www.goodreads.com/book/show/10614.Misery?ref=nav_sb_ss_1_6,https://en.wikipedia.org/wiki/Misery_(novel),NA_not-pub-domain,,1987.0,1987-10-25,10.0,3016.0,MISERY,,,False,,,,,1987-01-01
416,Misery,Stephen King,1987,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",6670.0,482.0,454.0,385.0,260.0,4.21,"692,704","25,834",66,116,768970.0,97113511,https://www.goodreads.com/book/show/10614.Misery?ref=nav_sb_ss_1_6,https://en.wikipedia.org/wiki/Misery_(novel),NA_not-pub-domain,,1987.0,1987-11-01,11.0,3016.0,MISERY,,,False,,,,,1987-01-01
416,Misery,Stephen King,1987,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",6670.0,482.0,454.0,385.0,260.0,4.21,"692,704","25,834",66,116,768970.0,97113511,https://www.goodreads.com/book/show/10614.Misery?ref=nav_sb_ss_1_6,https://en.wikipedia.org/wiki/Misery_(novel),NA_not-pub-domain,,1987.0,1987-11-08,12.0,3016.0,MISERY,,,False,,,,,1987-01-01
416,Misery,Stephen King,1987,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",6670.0,482.0,454.0,385.0,260.0,4.21,"692,704","25,834",66,116,768970.0,97113511,https://www.goodreads.com/book/show/10614.Misery?ref=nav_sb_ss_1_6,https://en.wikipedia.org/wiki/Misery_(novel),NA_not-pub-domain,,1987.0,1987-11-15,11.0,3016.0,MISERY,,,False,,,,,1987-01-01
416,Misery,Stephen King,1987,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",6670.0,482.0,454.0,385.0,260.0,4.21,"692,704","25,834",66,116,768970.0,97113511,https://www.goodreads.com/book/show/10614.Misery?ref=nav_sb_ss_1_6,https://en.wikipedia.org/wiki/Misery_(novel),NA_not-pub-domain,,1987.0,1987-11-22,13.0,3016.0,MISERY,,,False,,,,,1987-01-01
416,Misery,Stephen King,1987,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",6670.0,482.0,454.0,385.0,260.0,4.21,"692,704","25,834",66,116,768970.0,97113511,https://www.goodreads.com/book/show/10614.Misery?ref=nav_sb_ss_1_6,https://en.wikipedia.org/wiki/Misery_(novel),NA_not-pub-domain,,1987.0,1987-11-29,14.0,3016.0,MISERY,,,False,,,,,1987-01-01
416,Misery,Stephen King,1987,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",6670.0,482.0,454.0,385.0,260.0,4.21,"692,704","25,834",66,116,768970.0,97113511,https://www.goodreads.com/book/show/10614.Misery?ref=nav_sb_ss_1_6,https://en.wikipedia.org/wiki/Misery_(novel),NA_not-pub-domain,,1987.0,1987-12-13,15.0,3016.0,MISERY,,,False,,,,,1987-01-01
416,Misery,Stephen King,1987,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",6670.0,482.0,454.0,385.0,260.0,4.21,"692,704","25,834",66,116,768970.0,97113511,https://www.goodreads.com/book/show/10614.Misery?ref=nav_sb_ss_1_6,https://en.wikipedia.org/wiki/Misery_(novel),NA_not-pub-domain,,1987.0,1987-12-20,16.0,3016.0,MISERY,,,False,,,,,1987-01-01
416,Misery,Stephen King,1987,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",6670.0,482.0,454.0,385.0,260.0,4.21,"692,704","25,834",66,116,768970.0,97113511,https://www.goodreads.com/book/show/10614.Misery?ref=nav_sb_ss_1_6,https://en.wikipedia.org/wiki/Misery_(novel),NA_not-pub-domain,,1988.0,1988-01-03,14.0,3016.0,MISERY,,,False,,,,,1987-01-01
416,Misery,Stephen King,1987,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",6670.0,482.0,454.0,385.0,260.0,4.21,"692,704","25,834",66,116,768970.0,97113511,https://www.goodreads.com/book/show/10614.Misery?ref=nav_sb_ss_1_6,https://en.wikipedia.org/wiki/Misery_(novel),NA_not-pub-domain,,1988.0,1988-01-10,13.0,3016.0,MISERY,,,False,,,,,1987-01-01
417,The Cider House Rules,John Irving,1985,English,bildung,1942,ALIVE,male,eng,US,,"screenwriters,novelists",6185.0,184.0,238.0,441.0,375.0,4.16,"184,556","5,073",96,250,48530.0,108238891,https://www.goodreads.com/book/show/4687.The_Cider_House_Rules?ref=nav_sb_ss_1_21,https://en.wikipedia.org/wiki/The_Cider_House_Rules,NA_not-pub-domain,,,,,,,,,False,,,,,1985-01-01
418,King of the Wind,Marguerite Henry,1948,English,history,1902,1997,female,eng,US,childrens literature,author,6702.0,154.0,176.0,377.0,431.0,4.21,"26,436",920,67,446,102572752.0,91717300,https://www.goodreads.com/book/show/423156.King_of_the_Wind?ref=nav_sb_ss_2_16,https://en.wikipedia.org/wiki/King_of_the_Wind,NA_not-pub-domain,,,,,,,,,False,,,,,1948-01-01
419,The Once and Future King,T. H. White,1958,English,fantasy,1906,1964,male,eng,GB,,authors english,6651.0,273.0,259.0,388.0,356.0,4.07,"107,858","4,844",169,310,472694.0,19685792,https://www.goodreads.com/book/show/43545.The_Once_and_Future_King?ref=nav_sb_ss_1_24,https://en.wikipedia.org/wiki/The_Once_and_Future_King,NA_not-pub-domain,,,,,,,,,False,,,,,1958-01-01
420,The Witches,Roald Dahl,1983,English,na,1916,1990,male,eng,GB,,"screenwriter,poet,novelist",6854.0,329.0,315.0,364.0,328.0,4.18,"394,173","10,341",84,166,424701.0,108159131,https://www.goodreads.com/book/show/6327.The_Witches?ref=nav_sb_ss_3_11,https://en.wikipedia.org/wiki/The_Witches_(novel),NA_not-pub-domain,,,,,,,,,False,,,,,1983-01-01
421,The Subtle Knife,Philip Pullman,1997,English,fantasy,1946,ALIVE,male,eng,GB,,"authors,teachers,dramatists",6783.0,519.0,244.0,373.0,370.0,4.15,"433,615","12,772",107,157,2864073820.0,115199438,https://www.goodreads.com/book/show/41637836-the-subtle-knife?ref=nav_sb_ss_1_16,https://en.wikipedia.org/wiki/The_Subtle_Knife,NA_not-pub-domain,,,,,,,,,False,,,,,1997-01-01
422,When You Reach Me,Rebecca Stead,2009,English,na,1968,ALIVE,female,eng,US,childrens literature,authors,6991.0,526.0,93.0,349.0,483.0,4.08,"110,019","13,506",161,304,140545914.0,63444657,https://www.goodreads.com/book/show/5310515-when-you-reach-me?ref=nav_sb_ss_1_17,https://en.wikipedia.org/wiki/When_You_Reach_Me,NA_not-pub-domain,,,,,,,,,False,,,,,2009-01-01
423,Carrie,Stephen King,1974,English,horror,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",6527.0,594.0,443.0,404.0,262.0,3.98,"716,051","24,629",253,113,47875.0,97113511,https://www.goodreads.com/book/show/10592.Carrie?ref=nav_sb_ss_2_6,https://en.wikipedia.org/wiki/Carrie_(novel),NA_not-pub-domain,,,,,,,,,False,,,,,1974-01-01
424,The Moon and Sixpence,W. Somerset Maugham,1919,English,na,1874,1965,male,eng,GB,,"spy,playwright,novelist,intelligence agent",6463.0,2958.0,735.0,411.0,188.0,4.13,"24,133","1,746",121,454,31221.0,66470937,https://www.goodreads.com/book/show/44796.The_Moon_and_Sixpence?ref=nav_sb_ss_1_21,https://en.wikipedia.org/wiki/The_Moon_and_Sixpence,https://www.gutenberg.org/cache/epub/222/pg222.txt,,,,,,,433664.0,77956.0,True,1213.0,503.0,287.0,222,1919-01-01
425,The Higher Power of Lucky,Susan Patron,2006,English,na,1948,ALIVE,female,eng,US,,,6771.0,88.0,49.0,374.0,492.0,3.58,"13,401","1,631",479,476,2689651.0,38901629,https://www.goodreads.com/book/show/62151.The_Higher_Power_of_Lucky?ref=nav_sb_ss_1_25,https://en.wikipedia.org/wiki/The_Higher_Power_of_Lucky,NA_not-pub-domain,,,,,,,,,False,,,,,2006-01-01
426,"Looking Backward, 2000-1887",Edward Bellamy,1888,English,na,1850,1898,male,eng,US,,authors,6891.0,2347.0,623.0,358.0,213.0,3.29,"6,214",809,500,491,395301.0,69017465,https://www.goodreads.com/book/show/296977.Looking_Backward?ref=nav_sb_ss_1_27,https://en.wikipedia.org/wiki/Looking_Backward,https://www.gutenberg.org/cache/epub/624/pg624.txt,,,,,,,466961.0,80897.0,True,273.0,129.0,268.0,624,1888-01-01
427,The Wings of the Dove,Henry James,1902,English,romance,1843,1916,male,eng,US,,"authors,writers",7460.0,2607.0,484.0,302.0,249.0,3.79,"17,030",750,406,466,3374355566.0,36920030,https://www.goodreads.com/book/show/124272.The_Wings_of_the_Dove?ref=nav_sb_ss_1_21,https://en.wikipedia.org/wiki/The_Wings_of_the_Dove,https://www.gutenberg.org/cache/epub/29452/pg29452.txt ; https://www.gutenberg.org/cache/epub/30059/pg30059.txt,,,,,,,,,False,,,,29452,1902-01-01
428,The Summer of the Swans,Betsy Cromer Byars,1970,English,na,1928,2020,female,eng,US,childrens litearture,authors,6057.0,209.0,101.0,452.0,478.0,3.59,"10,641",687,475,483,56865.0,112446154,https://www.goodreads.com/book/show/325636.The_Summer_of_the_Swans?ref=nav_sb_ss_1_23,https://en.wikipedia.org/wiki/Summer_of_the_Swans,NA_not-pub-domain,,,,,,,,,False,,,,,1970-01-01
429,Dangerous Liaisons,Choderlos de Laclos,1782,French,na,1741,1803,male,fre,FR,,,1777.0,205.0,402.0,493.0,278.0,4.06,"53,068","2,387",176,389,2286719432.0,46758913,https://www.goodreads.com/book/show/326768.Dangerous_Liaisons?ref=nav_sb_ss_1_18,https://en.wikipedia.org/wiki/Les_Liaisons_dangereuses,https://gutenberg.org/cache/epub/45512/pg45512.txt,https://www.gutenberg.org/cache/epub/52006/pg52006.txt,,,,,,806194.0,144259.0,True,680.0,889.0,310.0,45512,1782-01-01
430,Jurassic Park,Michael Crichton,1990,English,scifi,1942,2008,male,eng,US,,"physicians,novelists,authors,television producer,film producer,film director",6405.0,333.0,276.0,416.0,347.0,4.1,"954,137","19,702",141,84,156434679.0,89578936,https://www.goodreads.com/book/show/40604658-jurassic-park?ref=nav_sb_ss_1_13,https://en.wikipedia.org/wiki/Jurassic_Park_(novel),NA_not-pub-domain,,,,,,,,,False,,,,,1990-01-01
431,The Absolutely True Diary of a Part-time Indian,Sherman Alexie,2007,English,na,1966,ALIVE,male,eng,US,"short stories,poetry,novels,native american literature,motion pictures production and direction,fiction","poets,novelists,authors,writers,motion picture directors",7021.0,489.0,159.0,346.0,448.0,4.07,"269,101","27,450",170,212,104650575.0,46892548,https://www.goodreads.com/book/show/693208.The_Absolutely_True_Diary_of_a_Part_Time_Indian?ref=nav_sb_ss_1_47,https://en.wikipedia.org/wiki/The_Absolutely_True_Diary_of_a_Part-Time_Indian,NA_not-pub-domain,,,,,,,,,False,,,,,2007-01-01
432,The Grey King,Susan Cooper,1975,English,fantasy,1935,ALIVE,female,eng,US,writing,"screenwriter,journalist,author",6272.0,168.0,124.0,433.0,467.0,4.16,"38,794","1,112",97,413,2176221.0,49344224,https://www.goodreads.com/book/show/222576.The_Grey_King?ref=nav_sb_ss_1_13,https://en.wikipedia.org/wiki/The_Grey_King,NA_not-pub-domain,,,,,,,,,False,,,,,1975-01-01
433,The Leopard,Giuseppe Tomasi di Lampedusa,1958,Italian,history,1896,1957,male,ita,IT,,novelists,6810.0,230.0,1001.0,371.0,153.0,4.01,"36,856","2,955",222,420,3768379146.0,88710059,https://www.goodreads.com/book/show/625094.The_Leopard?ref=nav_sb_ss_1_11,https://en.wikipedia.org/wiki/The_Leopard,NA_not-pub-domain,unavailable,,,,,,,,False,,,,,1958-01-01
434,The Mammoth Hunters,Jean M. Auel,1985,English,history,1936,ALIVE,female,eng,US,,novelists,6098.0,350.0,206.0,448.0,399.0,3.94,"72,281","1,975",296,359,4474727104.0,79487364,https://www.goodreads.com/book/show/49824.The_Mammoth_Hunters?ref=nav_sb_ss_1_19,https://en.wikipedia.org/wiki/The_Mammoth_Hunters,NA_not-pub-domain,,,,,,,,,False,,,,,1985-01-01
435,The Trumpet of the Swan,E.B. White,1970,English,fantasy,1899,1985,male,eng,US,childrens literature,author,6664.0,135.0,141.0,386.0,461.0,4.1,"77,490","3,061",142,351,9415793969.0,66475004,https://www.goodreads.com/book/show/24335.The_Trumpet_of_the_Swan?ref=nav_sb_ss_1_23,https://en.wikipedia.org/wiki/The_Trumpet_of_the_Swan,NA_not-pub-domain,,,,,,,,,False,,,,,1970-01-01
436,The Lucky One,Nicholas Sparks,2008,English,romance,1965,ALIVE,male,eng,US,"motion pictures production and direction,motion picture authorship,generosity,fiction","screenwriters,philanthropists,motion picture producers and directors,authors",6574.0,558.0,187.0,398.0,417.0,4.12,"360,982","10,907",127,173,139743632.0,117604749,https://www.goodreads.com/book/show/3063499-the-lucky-one?ref=nav_sb_ss_1_13,https://en.wikipedia.org/wiki/The_Lucky_One_(novel),NA_not-pub-domain,,,,,,,,,False,,,,,2008-01-01
437,These Happy Golden Years,Laura Ingalls Wilder,1943,English,history,1867,1957,female,eng,US,,women authors,6691.0,224.0,175.0,381.0,434.0,4.21,"74,547","1,843",68,355,403440.0,34464422,https://www.goodreads.com/book/show/77770.These_Happy_Golden_Years?ref=nav_sb_ss_1_24,https://en.wikipedia.org/wiki/These_Happy_Golden_Years,NA_not-pub-domain,,,,,,,,,False,,,,,1943-01-01
438,Arrowsmith,Sinclair Lewis,1925,English,na,1885,1951,male,eng,US,,"novelists,nobel prize winners,dramatists",6691.0,492.0,461.0,382.0,258.0,3.83,"7,961",585,381,489,886732.0,39380311,https://www.goodreads.com/book/show/11389.Arrowsmith?ref=nav_sb_ss_1_10,https://en.wikipedia.org/wiki/Arrowsmith_(novel),https://www.gutenberg.org/cache/epub/70875/pg70875.txt,,,,,,,982829.0,166117.0,True,2865.0,572.0,745.0,70875,1925-01-01
439,Julie of the Wolves,Jean Craighead George,1972,English,action,1919,2012,female,eng,US,childrens literature,author,6693.0,402.0,148.0,380.0,457.0,3.83,"59,554","2,079",382,377,4915089553.0,44418732,https://www.goodreads.com/book/show/386286.Julie_of_the_Wolves?ref=nav_sb_ss_1_19,https://en.wikipedia.org/wiki/Julie_of_the_Wolves,NA_not-pub-domain,,,,,,,,,False,,,,,1972-01-01
440,The Screwtape Letters,C.S. Lewis,1942,English,na,1898,1963,male,eng,GB,"science fiction,novels,fiction,childrens literature","scholars,broadcasters,authors",6395.0,265.0,180.0,417.0,424.0,4.26,"443,871","16,224",49,154,2999319112.0,22144877,https://www.goodreads.com/book/show/8130077-the-screwtape-letters?ref=nav_sb_ss_1_21,https://en.wikipedia.org/wiki/The_Screwtape_Letters,NA_not-pub-domain,,,,,,,,,False,,,,,1942-01-01
441,The Fall,Albert Camus,1956,English,na,1913,1960,male,fre,FR,existentialism,"philosophers,journalists,authors",16742.0,626.0,1898.0,61.0,62.0,4.04,"105,008","6,121",192,314,2517178012.0,97000332,https://www.goodreads.com/book/show/11991.The_Fall?ref=nav_sb_ss_4_8,https://en.wikipedia.org/wiki/The_Fall_(Camus_novel),NA_not-pub-domain,,,,,,,,,False,,,,,1956-01-01
442,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,1998,English,mystery,1948,ALIVE,male,eng,GB,"medical laws and legislation study and teaching higher,fiction,motion picture authorship","college teachers,authors,screenwriters",6260.0,471.0,178.0,435.0,430.0,3.81,"264,434","13,193",389,216,427844.0,86227797,https://www.goodreads.com/book/show/7061.The_No_1_Ladies_Detective_Agency?ref=nav_sb_ss_1_34,https://en.wikipedia.org/wiki/The_No._1_Ladies%27_Detective_Agency_(novel),NA_not-pub-domain,,,,,,,,,False,,,,,1998-01-01
443,Worst Case,James Patterson,2010,English,thrillers,1947,ALIVE,male,eng,US,"suspense fiction american,advertising","novelists,advertising executives,authors",4504.0,302.0,79.0,486.0,487.0,4.08,"30,053","1,597",162,438,484043622.0,22272314,https://www.goodreads.com/book/show/6455256-worst-case?ref=nav_sb_ss_1_10,https://en.wikipedia.org/wiki/Worst_Case,NA_not-pub-domain,,,,,,,,,False,,,,,2010-01-01
444,Lost Horizon,James Hilton,1933,English,fantasy,1900,1954,male,eng,GB,,"scriptwriter,novelist",6348.0,401.0,411.0,423.0,275.0,3.95,"22,463","2,062",280,459,435446.0,36944583,https://www.goodreads.com/book/show/39092290-lost-horizon?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/Lost_Horizon,NA_not-pub-domain,,,,,,,,,False,,,,,1933-01-01
445,The Gunslinger,Stephen King,1982,English,fantasy,1947,ALIVE,male,eng,US,"horror tales,science fiction,novels,horror fiction,fiction,fantasy fiction,television production and direction,television authorship,short stories,motion pictures production and direction,motion picture authorship,acting","novelists,television writers,television producers and directors,screenwriters,motion picture producers and directors,authors,actors",6297.0,542.0,218.0,428.0,386.0,3.92,"607,928","24,687",307,128,659528.0,97113511,https://www.goodreads.com/book/show/43615.The_Gunslinger?ref=nav_sb_ss_1_14,https://en.wikipedia.org/wiki/The_Dark_Tower:_The_Gunslinger,NA_not-pub-domain,,,,,,,,,False,,,,,1982-01-01
446,The Slave Dancer,Paula Fox,1973,English,history,1923,2017,female,eng,US,fiction,"authors,novelists",6273.0,251.0,139.0,432.0,464.0,3.7,"10,352",600,441,484,196071133.0,31996420,https://www.goodreads.com/book/show/172111.The_Slave_Dancer?ref=nav_sb_ss_1_16,https://en.wikipedia.org/wiki/The_Slave_Dancer,NA_not-pub-domain,,,,,,,,,False,,,,,1973-01-01
447,Harry Potter and the Half-Blood Prince,J.K. Rowling,2005,English,fantasy,1965,ALIVE,female,eng,GB,"young adult fiction,young adult fantasy,fantasy fiction,fantasy,novels","novelists,authors,writers",6431.0,484.0,62.0,413.0,489.0,4.58,"3,253,828","57,233",3,18,5453582619.0,116796842,https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince?ref=nav_sb_ss_1_38,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Half-Blood_Prince,NA_not-pub-domain,,,,,,,,,False,,,,,2005-01-01
448,Inkheart,Cornelia Funke,2003,German,fantasy,1958,ALIVE,female,ger,DE,childrens literature,authors,6301.0,299.0,241.0,427.0,372.0,3.92,"422,581","14,321",308,161,1153077013.0,102395980,https://www.goodreads.com/book/show/28194.Inkheart?ref=nav_sb_ss_1_8,https://en.wikipedia.org/wiki/Inkheart,NA_not-pub-domain,unavailable,,,,,,,,False,,,,,2003-01-01
449,Ramona and her Father,Beverly Cleary,1977,English,na,1916,2021,female,eng,US,"young adult literature,childrens literature",authors,6608.0,305.0,134.0,393.0,466.0,4.05,"30,534",983,186,433,436012.0,68927197,https://www.goodreads.com/book/show/91247.Ramona_and_Her_Father?ref=nav_sb_ss_1_21,https://en.wikipedia.org/wiki/Ramona_and_Her_Father,NA_not-pub-domain,,,,,,,,,False,,,,,1977-01-01
450,Inkspell,Cornelia Funke,2005,German,fantasy,1958,ALIVE,female,ger,DE,childrens literature,authors,6516.0,162.0,150.0,405.0,456.0,3.94,"126,826","4,715",297,291,3855297646.0,102395980,https://www.goodreads.com/book/show/28195.Inkspell?ref=nav_sb_ss_1_8,https://en.wikipedia.org/wiki/Inkspell,NA_not-pub-domain,unavailable,,,,,,,,False,,,,,2005-01-01
451,Ramona the Pest,Beverly Cleary,1968,English,na,1916,2021,female,eng,US,"young adult literature,childrens literature",authors,6548.0,340.0,150.0,401.0,455.0,4.08,"65,977","1,828",163,366,274702.0,68927197,https://www.goodreads.com/book/show/78039.Ramona_the_Pest?ref=nav_sb_ss_1_15,https://en.wikipedia.org/wiki/Ramona_the_Pest,NA_not-pub-domain,,,,,,,,,False,,,,,1968-01-01
452,Walk Two Moons,Sharon Creech,1994,English,bildung,1969,ALIVE,female,eng,US,,,6830.0,269.0,171.0,367.0,438.0,3.99,"167,240","8,056",243,263,577253.0,22297876,https://www.goodreads.com/book/show/53496.Walk_Two_Moons?ref=nav_sb_ss_1_14,https://en.wikipedia.org/wiki/Walk_Two_Moons,NA_not-pub-domain,,,,,,,,,False,,,,,1994-01-01
453,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,2011,English,na,1979,ALIVE,male,eng,US,,"photographers,motion picture producers and directors,journalists,authors",4902.0,710.0,78.0,481.0,488.0,3.92,"1,256,626","66,624",309,69,12094549636.0,73303041,https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children?ref=nav_sb_ss_1_43,https://en.wikipedia.org/wiki/Miss_Peregrine%27s_Home_for_Peculiar_Children,NA_not-pub-domain,,,,,,,,,False,,,,,2011-01-01
454,The Chocolate War,Robert Cormier,1974,English,bildung,1925,2000,male,eng,US,,,6321.0,352.0,193.0,426.0,412.0,3.49,"44,750","3,470",487,400,321920.0,76313814,https://www.goodreads.com/book/show/17162.The_Chocolate_War?ref=nav_sb_ss_1_17,https://en.wikipedia.org/wiki/The_Chocolate_War,NA_not-pub-domain,,,,,,,,,False,,,,,1974-01-01
455,Sophie's Choice,William Styron,1979,English,bildung,1925,2006,male,eng,US,,,6236.0,554.0,287.0,437.0,341.0,4.17,"90,844","3,038",88,335,3372136476.0,71398096,https://www.goodreads.com/book/show/228560.Sophie_s_Choice?ref=nav_sb_ss_1_15,https://en.wikipedia.org/wiki/Sophie%27s_Choice_(novel),NA_not-pub-domain,,,,,,,,,False,,,,,1979-01-01
